problem_id,ev_A,ev_B,ev_diff,max_value_A,max_value_B,max_value_diff,min_value_A,min_value_B,n_outcomes_B,has_safe_option_A,has_safe_option_B,ev_max_conflict,higher_ev_option,higher_max_option,feedback,ambiguity,corr,block,bRate,bRate_std,options_A,options_B
10965,-10.2,-7.2,-3.0,45.0,21.0,24.0,-24.0,-26.0,2,False,False,True,B,A,True,False,0,2,0.4266666666666668,0.3453086955726647,"[[0.2, 45.0], [0.8, -24.0]]","[[0.6, -26.0], [0.4, 21.0]]"
10966,29.0,25.4,3.6,29.0,99.0,-70.0,29.0,7.0,2,True,False,True,A,B,True,True,0,2,0.515,0.3961646483110634,"[[1.0, 29.0], [0.0, 29.0]]","[[0.8, 7.0], [0.2, 99.0]]"
10970,15.2,15.0,0.2,38.0,16.5,21.5,0.0,13.5,4,False,False,False,A,A,True,False,0,2,0.5733333333333334,0.3283436063174123,"[[0.4, 38.0], [0.6, 0.0]]","[[0.125, 13.5], [0.375, 14.5], [0.375, 15.5], [0.125, 16.5]]"
10973,10.0,4.0,6.0,10.0,58.0,-48.0,10.0,-49.0,3,True,False,True,A,B,True,False,0,4,0.6533333333333332,0.39617216074881,"[[1.0, 10.0], [0.0, 10.0]]","[[0.5, -49.0], [0.25, 58.0], [0.25, 56.0]]"
10981,25.0,24.7,0.3,25.0,33.0,-8.0,25.0,-50.0,2,True,False,True,A,B,True,False,0,4,0.65,0.322490309931942,"[[1.0, 25.0], [0.0, 25.0]]","[[0.09999999999999998, -50.0], [0.9, 33.0]]"
10989,-4.9,-18.0,13.1,-4.0,20.5,-24.5,-22.0,-27.0,7,False,False,True,A,B,True,False,-1,5,0.725,0.3492849839314596,"[[0.95, -4.0], [0.050000000000000044, -22.0]]","[[0.8, -27.0], [0.00625, 15.5], [0.03125, 16.5], [0.0625, 17.5], [0.0625, 18.5], [0.03125, 19.5], [0.00625, 20.5]]"
10993,-7.0,-1.0,-6.0,3.0,-1.0,4.0,-37.0,-1.0,2,False,False,True,B,A,True,False,0,5,0.4,0.3502380143083653,"[[0.75, 3.0], [0.25, -37.0]]","[[0.09999999999999998, -1.0], [0.9, -1.0]]"
10996,21.0,26.25,-5.25,21.0,91.0,-70.0,21.0,5.0,3,True,False,False,B,B,True,False,0,5,0.4705882352941176,0.3459853788138181,"[[1.0, 21.0], [0.0, 21.0]]","[[0.75, 5.0], [0.125, 91.0], [0.125, 89.0]]"
11014,16.6,15.0,1.6,29.0,96.0,-67.0,-33.0,-21.0,7,False,False,True,A,B,True,False,0,2,0.6,0.3625307868699863,"[[0.8, 29.0], [0.19999999999999996, -33.0]]","[[0.4, -21.0], [0.3, 34.0], [0.15, 36.0], [0.075, 40.0], [0.0375, 48.0], [0.01875, 64.0], [0.018750000000000024, 96.0]]"
11016,11.0,10.2,0.8,28.0,35.0,-7.0,-6.0,4.0,2,False,False,True,A,B,True,False,0,3,0.6266666666666667,0.2814926202195987,"[[0.5, 28.0], [0.5, -6.0]]","[[0.8, 4.0], [0.2, 35.0]]"
11017,8.0,9.6,-1.6,8.0,40.0,-32.0,8.0,2.0,2,True,False,False,B,B,True,False,0,2,0.4666666666666667,0.2690370836538197,"[[1.0, 8.0], [0.0, 8.0]]","[[0.8, 2.0], [0.2, 40.0]]"
11018,10.0,13.1,-3.1,10.0,78.5,-68.5,10.0,6.0,5,True,False,False,B,B,True,False,0,3,0.4533333333333333,0.4103424818136094,"[[1.0, 10.0], [0.0, 10.0]]","[[0.9, 6.0], [0.0125, 75.5], [0.037500000000000006, 76.5], [0.037500000000000006, 77.5], [0.0125, 78.5]]"
11025,8.0,10.4,-2.4,8.0,56.0,-48.0,8.0,0.0,4,True,False,False,B,B,True,False,0,2,0.3733333333333333,0.4061433010064071,"[[1.0, 8.0], [0.0, 8.0]]","[[0.8, 0.0], [0.1, 50.0], [0.05, 52.0], [0.04999999999999991, 56.0]]"
11027,30.0,29.25,0.75,30.0,159.0,-129.0,30.0,0.0,8,True,False,True,A,B,True,False,0,5,0.5375,0.4425306015783918,"[[1.0, 30.0], [0.0, 30.0]]","[[0.25, 0.0], [0.375, 33.0], [0.1875, 35.0], [0.09375, 39.0], [0.046875, 47.0], [0.0234375, 63.0], [0.01171875, 95.0], [0.01171875, 159.0]]"
11038,12.0,13.4,-1.4,12.0,119.5,-107.5,12.0,2.0,9,True,False,False,B,B,True,False,0,2,0.3125000000000001,0.3792536530256937,"[[1.0, 12.0], [0.0, 12.0]]","[[0.9, 2.0], [0.00078125, 112.5], [0.0054687500000000005, 113.5], [0.01640625, 114.5], [0.02734375, 115.5], [0.02734375, 116.5], [0.01640625, 117.5], [0.0054687500000000005, 118.5], [0.00078125, 119.5]]"
11042,24.0,26.8,-2.8,24.0,88.5,-64.5,24.0,20.0,3,True,False,False,B,B,True,False,0,5,0.3875000000000001,0.4470272176650246,"[[1.0, 24.0], [0.0, 24.0]]","[[0.9, 20.0], [0.05, 87.5], [0.05, 88.5]]"
11043,-8.25,-8.55,0.3,-8.0,57.0,-65.0,-9.0,-12.0,2,False,False,True,A,B,True,True,0,2,0.64,0.2947153590452029,"[[0.75, -8.0], [0.25, -9.0]]","[[0.95, -12.0], [0.05, 57.0]]"
11044,13.75,14.0,-0.25,17.0,17.5,-0.5,4.0,10.5,8,False,False,False,B,B,True,True,0,5,0.4400000000000001,0.322490309931942,"[[0.75, 17.0], [0.25, 4.0]]","[[0.0078125, 10.5], [0.0546875, 11.5], [0.1640625, 12.5], [0.2734375, 13.5], [0.2734375, 14.5], [0.1640625, 15.5], [0.0546875, 16.5], [0.0078125, 17.5]]"
11045,-3.0,1.75,-4.75,7.0,18.5,-11.5,-33.0,-3.0,7,False,False,False,B,B,True,False,0,3,0.4266666666666667,0.3195234546871921,"[[0.75, 7.0], [0.25, -33.0]]","[[0.75, -3.0], [0.0078125, 13.5], [0.0390625, 14.5], [0.078125, 15.5], [0.078125, 16.5], [0.0390625, 17.5], [0.0078125, 18.5]]"
11051,30.2,29.25,0.95,49.0,90.5,-41.5,2.0,10.0,9,False,False,True,A,B,True,False,0,4,0.5333333333333334,0.3518657752744984,"[[0.6, 49.0], [0.4, 2.0]]","[[0.75, 10.0], [0.001953125, 83.5], [0.013671875, 84.5], [0.041015625, 85.5], [0.068359375, 86.5], [0.068359375, 87.5], [0.041015625, 88.5], [0.013671875, 89.5], [0.001953125, 90.5]]"
11055,-6.0,-8.8,2.8,7.0,15.0,-8.0,-19.0,-47.0,7,False,False,True,A,B,True,True,0,5,0.5422222222222222,0.3094969463312356,"[[0.5, 7.0], [0.5, -19.0]]","[[0.4, -37.0], [0.3, 15.0], [0.15, 13.0], [0.075, 9.0], [0.0375, 1.0], [0.01875, -15.0], [0.018750000000000024, -47.0]]"
11056,-6.0,-9.8,3.8,-6.0,31.0,-37.0,-6.0,-20.0,2,True,False,True,A,B,True,False,0,5,0.6533333333333334,0.3739111175259754,"[[1.0, -6.0], [0.0, -6.0]]","[[0.8, -20.0], [0.2, 31.0]]"
11058,25.0,32.6,-7.6,49.0,67.0,-18.0,9.0,-19.0,2,False,False,False,B,B,True,False,0,2,0.2933333333333333,0.2711527420547495,"[[0.4, 49.0], [0.6, 9.0]]","[[0.4, -19.0], [0.6, 67.0]]"
11062,18.8,18.25,0.55,50.0,37.0,13.0,-2.0,12.0,2,False,False,False,A,A,True,False,0,2,0.6500000000000001,0.3687817782917155,"[[0.4, 50.0], [0.6, -2.0]]","[[0.75, 12.0], [0.25, 37.0]]"
11063,-4.0,-4.65,0.65,-4.0,30.0,-34.0,-4.0,-5.0,2,True,False,True,A,B,True,False,0,3,0.6874999999999999,0.372155881318568,"[[1.0, -4.0], [0.0, -4.0]]","[[0.99, -5.0], [0.01, 30.0]]"
11068,12.2,16.0,-3.8,17.0,91.0,-74.0,5.0,-2.0,5,False,False,False,B,B,True,False,0,2,0.2125,0.2680174123696692,"[[0.6, 17.0], [0.4, 5.0]]","[[0.8, -2.0], [0.1, 91.0], [0.05, 89.0], [0.025, 85.0], [0.024999999999999956, 77.0]]"
11072,13.0,13.6,-0.6,13.0,85.0,-72.0,13.0,-34.0,2,True,False,False,B,B,True,False,0,3,0.3375000000000001,0.2986078811194819,"[[1.0, 13.0], [0.0, 13.0]]","[[0.6, -34.0], [0.4, 85.0]]"
11075,16.0,16.6,-0.6,16.0,91.0,-75.0,16.0,-33.0,2,True,False,False,B,B,True,False,0,4,0.28,0.3189267717114474,"[[1.0, 16.0], [0.0, 16.0]]","[[0.6, -33.0], [0.4, 91.0]]"
11081,13.0,11.33,1.67,13.0,47.5,-34.5,13.0,11.0,9,True,False,True,A,B,True,False,0,2,0.5466666666666666,0.3739111175259754,"[[1.0, 13.0], [0.0, 13.0]]","[[0.99, 11.0], [7.8125e-05, 40.5], [0.000546875, 41.5], [0.001640625, 42.5], [0.0027343750000000003, 43.5], [0.0027343750000000003, 44.5], [0.001640625, 45.5], [0.000546875, 46.5], [7.8125e-05, 47.5]]"
11085,-10.0,-13.0,3.0,-10.0,-2.0,-8.0,-10.0,-46.0,2,True,False,True,A,B,True,True,0,2,0.64,0.3397478056273085,"[[1.0, -10.0], [0.0, -10.0]]","[[0.25, -46.0], [0.75, -2.0]]"
11087,23.4,23.0,0.4,108.0,23.0,85.0,14.0,23.0,1,False,True,False,A,A,True,False,0,5,0.64,0.3561701038227982,"[[0.1, 108.0], [0.9, 14.0]]","[[1.0, 23.0]]"
11094,-1.75,-1.5,-0.25,50.0,3.0,47.0,-19.0,-42.0,2,False,False,True,B,A,True,True,0,4,0.325,0.2620432534271139,"[[0.25, 50.0], [0.75, -19.0]]","[[0.09999999999999998, -42.0], [0.9, 3.0]]"
11104,24.0,20.6,3.4,24.0,73.5,-49.5,24.0,15.0,7,True,False,True,A,B,True,False,0,3,0.6000000000000001,0.4066120181860508,"[[1.0, 24.0], [0.0, 24.0]]","[[0.9, 15.0], [0.003125, 68.5], [0.015625, 69.5], [0.03125, 70.5], [0.03125, 71.5], [0.015625, 72.5], [0.003125, 73.5]]"
11110,7.0,12.0,-5.0,40.0,60.0,-20.0,-4.0,-36.0,2,False,False,False,B,B,True,False,0,4,0.38,0.3548164833292067,"[[0.25, 40.0], [0.75, -4.0]]","[[0.5, -36.0], [0.5, 60.0]]"
11111,6.0,3.4,2.6,66.0,53.5,12.5,-9.0,-2.0,5,False,False,False,A,A,True,False,0,2,0.58,0.3548164833292068,"[[0.2, 66.0], [0.8, -9.0]]","[[0.9, -2.0], [0.0125, 50.5], [0.037500000000000006, 51.5], [0.037500000000000006, 52.5], [0.0125, 53.5]]"
11119,9.0,10.25,-1.25,9.0,65.0,-56.0,9.0,-8.0,2,True,False,False,B,B,True,False,0,3,0.3,0.3276712087636501,"[[1.0, 9.0], [0.0, 9.0]]","[[0.75, -8.0], [0.25, 65.0]]"
11121,9.0,20.0,-11.0,9.0,72.5,-63.5,9.0,-30.0,7,True,False,False,B,B,True,False,0,4,0.4100000000000001,0.3275105462343722,"[[1.0, 9.0], [0.0, 9.0]]","[[0.5, -30.0], [0.015625, 67.5], [0.078125, 68.5], [0.15625, 69.5], [0.15625, 70.5], [0.078125, 71.5], [0.015625, 72.5]]"
11124,24.0,17.5,6.5,24.0,118.0,-94.0,24.0,-16.0,2,True,False,True,A,B,True,False,0,5,0.5125,0.4129164564412515,"[[1.0, 24.0], [0.0, 24.0]]","[[0.75, -16.0], [0.25, 118.0]]"
11131,9.25,3.0,6.25,73.0,165.0,-92.0,-12.0,-32.0,7,False,False,True,A,B,True,True,0,4,0.5625000000000001,0.3364025366531392,"[[0.25, 73.0], [0.75, -12.0]]","[[0.75, -32.0], [0.125, 103.0], [0.0625, 105.0], [0.03125, 109.0], [0.015625, 117.0], [0.0078125, 133.0], [0.0078125, 165.0]]"
11134,14.7,14.4,0.3,15.0,60.0,-45.0,12.0,12.0,2,False,False,True,A,B,True,False,0,5,0.5375000000000001,0.3981205847478877,"[[0.9, 15.0], [0.09999999999999998, 12.0]]","[[0.95, 12.0], [0.05, 60.0]]"
11140,1.0,2.5,-1.5,1.0,12.5,-11.5,1.0,0.0,7,True,False,False,B,B,True,False,0,4,0.4,0.3380617018914066,"[[1.0, 1.0], [0.0, 1.0]]","[[0.75, 0.0], [0.0078125, 7.5], [0.0390625, 8.5], [0.078125, 9.5], [0.078125, 10.5], [0.0390625, 11.5], [0.0078125, 12.5]]"
11143,26.0,22.75,3.25,89.0,38.5,50.5,-16.0,-17.0,7,False,False,False,A,A,True,False,0,4,0.6,0.3023715784073818,"[[0.4, 89.0], [0.6, -16.0]]","[[0.25, -17.0], [0.0234375, 33.5], [0.1171875, 34.5], [0.234375, 35.5], [0.234375, 36.5], [0.1171875, 37.5], [0.0234375, 38.5]]"
11147,19.0,18.25,0.75,19.0,34.0,-15.0,19.0,13.0,2,True,False,True,A,B,True,True,0,4,0.56,0.3042555317022659,"[[1.0, 19.0], [0.0, 19.0]]","[[0.75, 13.0], [0.25, 34.0]]"
11149,7.2,5.75,1.45,21.0,11.0,10.0,-2.0,4.0,2,False,False,False,A,A,True,False,0,4,0.5066666666666666,0.3195234546871921,"[[0.4, 21.0], [0.6, -2.0]]","[[0.75, 4.0], [0.25, 11.0]]"
11157,13.0,9.2,3.8,93.0,10.0,83.0,-7.0,-6.0,2,False,False,False,A,A,True,False,0,2,0.5599999999999999,0.33123146848433,"[[0.2, 93.0], [0.8, -7.0]]","[[0.050000000000000044, -6.0], [0.95, 10.0]]"
11163,8.35,10.4,-2.05,11.0,68.0,-57.0,-42.0,-4.0,2,False,False,False,B,B,True,False,0,2,0.4800000000000002,0.3277629805645711,"[[0.95, 11.0], [0.050000000000000044, -42.0]]","[[0.8, -4.0], [0.2, 68.0]]"
11170,8.0,9.2,-1.2,8.0,15.0,-7.0,8.0,-14.0,2,True,False,False,B,B,True,True,0,3,0.24,0.2292846016884444,"[[1.0, 8.0], [0.0, 8.0]]","[[0.19999999999999996, -14.0], [0.8, 15.0]]"
11172,14.2,14.0,0.2,37.0,14.0,23.0,-20.0,14.0,1,False,True,False,A,A,True,False,0,5,0.625,0.3255764119219941,"[[0.6, 37.0], [0.4, -20.0]]","[[1.0, 14.0]]"
11176,7.0,10.8,-3.8,7.0,72.0,-65.0,7.0,-30.0,2,True,False,False,B,B,True,False,0,5,0.2875,0.3008321791298265,"[[1.0, 7.0], [0.0, 7.0]]","[[0.6, -30.0], [0.4, 72.0]]"
11178,24.0,22.45,1.55,24.0,70.5,-46.5,24.0,22.0,9,True,False,True,A,B,True,False,0,2,0.55,0.3898717737923586,"[[1.0, 24.0], [0.0, 24.0]]","[[0.99, 22.0], [7.8125e-05, 63.5], [0.000546875, 64.5], [0.001640625, 65.5], [0.0027343750000000003, 66.5], [0.0027343750000000003, 67.5], [0.001640625, 68.5], [0.000546875, 69.5], [7.8125e-05, 70.5]]"
11185,15.0,22.4,-7.4,15.0,56.5,-41.5,15.0,0.0,3,True,False,False,B,B,True,False,0,4,0.45,0.3540244812627134,"[[1.0, 15.0], [0.0, 15.0]]","[[0.6, 0.0], [0.2, 55.5], [0.2, 56.5]]"
11189,7.25,0.4,6.85,23.0,26.5,-3.5,2.0,-35.0,7,False,False,True,A,B,True,True,0,3,0.5875,0.3612478373637688,"[[0.25, 23.0], [0.75, 2.0]]","[[0.4, -35.0], [0.01875, 21.5], [0.09375, 22.5], [0.1875, 23.5], [0.1875, 24.5], [0.09375, 25.5], [0.01875, 26.5]]"
11190,30.2,34.6,-4.4,53.0,38.0,15.0,15.0,21.0,2,False,False,True,B,A,True,False,0,2,0.35,0.4226897995772629,"[[0.4, 53.0], [0.6, 15.0]]","[[0.19999999999999996, 21.0], [0.8, 38.0]]"
11192,5.0,1.96,3.04,26.0,2.5,23.5,-9.0,-2.0,3,False,False,False,A,A,True,False,-1,4,0.5625,0.3879432948254165,"[[0.4, 26.0], [0.6, -9.0]]","[[0.010000000000000009, -2.0], [0.495, 1.5], [0.495, 2.5]]"
11194,15.75,15.0,0.75,60.0,18.5,41.5,1.0,7.0,5,False,False,False,A,A,True,False,0,5,0.5569444444444445,0.3660010794020378,"[[0.25, 60.0], [0.75, 1.0]]","[[0.19999999999999996, 7.0], [0.1, 15.5], [0.30000000000000004, 16.5], [0.30000000000000004, 17.5], [0.1, 18.5]]"
11198,20.0,19.4,0.6,20.0,29.5,-9.5,20.0,5.0,3,True,False,True,A,B,True,False,0,4,0.6375000000000001,0.3879432948254165,"[[1.0, 20.0], [0.0, 20.0]]","[[0.4, 5.0], [0.3, 28.5], [0.3, 29.5]]"
11199,13.0,15.4,-2.4,13.0,45.0,-32.0,13.0,-29.0,2,True,False,False,B,B,True,True,0,2,0.425,0.3642343567906062,"[[1.0, 13.0], [0.0, 13.0]]","[[0.4, -29.0], [0.6, 45.0]]"
11201,18.0,14.8,3.2,18.0,103.5,-85.5,18.0,5.0,3,True,False,True,A,B,True,True,0,5,0.6125000000000002,0.4224926034855522,"[[1.0, 18.0], [0.0, 18.0]]","[[0.9, 5.0], [0.05, 102.5], [0.05, 103.5]]"
11207,18.0,24.4,-6.4,22.0,61.0,-39.0,2.0,0.0,2,False,False,False,B,B,True,False,0,2,0.45,0.3141125063837265,"[[0.8, 22.0], [0.19999999999999996, 2.0]]","[[0.6, 0.0], [0.4, 61.0]]"
11215,24.0,24.2,-0.2,24.0,91.5,-67.5,24.0,8.0,7,True,False,False,B,B,True,False,0,5,0.35,0.2780887148615228,"[[1.0, 24.0], [0.0, 24.0]]","[[0.8, 8.0], [0.00625, 86.5], [0.03125, 87.5], [0.0625, 88.5], [0.0625, 89.5], [0.03125, 90.5], [0.00625, 91.5]]"
11216,25.0,26.0,-1.0,25.0,82.0,-57.0,25.0,12.0,2,True,False,False,B,B,True,False,0,3,0.35,0.3055050463303893,"[[1.0, 25.0], [0.0, 25.0]]","[[0.8, 12.0], [0.2, 82.0]]"
11220,1.0,-2.0,3.0,1.0,9.0,-8.0,1.0,-23.0,4,True,False,True,A,B,True,False,0,5,0.6,0.3854496446637726,"[[1.0, 1.0], [0.0, 1.0]]","[[0.25, -23.0], [0.375, 3.0], [0.1875, 5.0], [0.1875, 9.0]]"
11221,-4.0,-10.25,6.25,-4.0,61.0,-65.0,-4.0,-14.0,2,True,False,True,A,B,True,True,0,4,0.7333333333333335,0.2894987457822983,"[[1.0, -4.0], [0.0, -4.0]]","[[0.95, -14.0], [0.05, 61.0]]"
11224,-4.25,-3.9,-0.35,37.0,0.5,36.5,-18.0,-30.0,5,False,False,True,B,A,True,False,1,3,0.3866666666666666,0.3888934240098375,"[[0.25, 37.0], [0.75, -18.0]]","[[0.09999999999999998, -30.0], [0.1125, -2.5], [0.3375, -1.5], [0.3375, -0.5], [0.1125, 0.5]]"
11225,4.35,3.5,0.85,87.0,11.0,76.0,0.0,1.0,2,False,False,False,A,A,True,False,0,2,0.7066666666666666,0.3195234546871921,"[[0.05, 87.0], [0.95, 0.0]]","[[0.75, 1.0], [0.25, 11.0]]"
11226,-3.2,-5.25,2.05,-3.0,0.0,-3.0,-4.0,-21.0,2,False,False,True,A,B,True,False,-1,2,0.5333333333333333,0.3598941643369749,"[[0.8, -3.0], [0.19999999999999996, -4.0]]","[[0.25, -21.0], [0.75, 0.0]]"
11230,30.0,25.8,4.2,30.0,79.5,-49.5,30.0,23.0,3,True,False,True,A,B,True,True,0,2,0.6133333333333334,0.4240395309514477,"[[1.0, 30.0], [0.0, 30.0]]","[[0.95, 23.0], [0.025, 78.5], [0.025, 79.5]]"
11232,19.0,18.25,0.75,19.0,43.0,-24.0,19.0,18.0,2,True,False,True,A,B,True,True,0,3,0.7866666666666666,0.3502380143083653,"[[1.0, 19.0], [0.0, 19.0]]","[[0.99, 18.0], [0.01, 43.0]]"
11237,-5.95,-10.6,4.65,-1.0,83.0,-84.0,-6.0,-21.0,2,False,False,True,A,B,True,False,0,4,0.6266666666666667,0.4061433010064071,"[[0.01, -1.0], [0.99, -6.0]]","[[0.9, -21.0], [0.1, 83.0]]"
11238,24.0,27.65,-3.65,24.0,33.0,-9.0,24.0,-29.0,7,True,False,False,B,B,True,False,0,5,0.3066666666666666,0.3614784456460256,"[[1.0, 24.0], [0.0, 24.0]]","[[0.010000000000000009, -7.0], [0.495, 33.0], [0.2475, 31.0], [0.12375, 27.0], [0.061875, 19.0], [0.0309375, 3.0], [0.03093750000000003, -29.0]]"
11240,-2.0,-1.0,-1.0,46.0,7.0,39.0,-14.0,-3.0,2,False,False,True,B,A,True,False,0,5,0.3466666666666667,0.3814758308514571,"[[0.2, 46.0], [0.8, -14.0]]","[[0.8, -3.0], [0.2, 7.0]]"
11247,7.0,2.0,5.0,64.0,11.5,52.5,-50.0,-2.0,9,False,False,False,A,A,True,True,1,4,0.5333333333333333,0.4253849796976628,"[[0.5, 64.0], [0.5, -50.0]]","[[0.6, -2.0], [0.003125, 4.5], [0.021875000000000002, 5.5], [0.065625, 6.5], [0.109375, 7.5], [0.109375, 8.5], [0.065625, 9.5], [0.021875000000000002, 10.5], [0.003125, 11.5]]"
11249,20.9,24.0,-3.1,21.0,60.0,-39.0,19.0,15.0,2,False,False,False,B,B,True,True,0,4,0.4533333333333334,0.4373077809027587,"[[0.95, 21.0], [0.050000000000000044, 19.0]]","[[0.8, 15.0], [0.2, 60.0]]"
11253,19.92,22.0,-2.08,20.0,73.0,-53.0,12.0,-12.0,2,False,False,False,B,B,True,False,0,4,0.3875,0.3827531841800928,"[[0.99, 20.0], [0.010000000000000009, 12.0]]","[[0.6, -12.0], [0.4, 73.0]]"
11260,0.0,-7.75,7.75,0.0,80.5,-80.5,0.0,-36.0,9,True,False,True,A,B,True,True,0,2,0.5611111111111111,0.3432596109271045,"[[1.0, 0.0], [0.0, 0.0]]","[[0.75, -36.0], [0.001953125, 73.5], [0.013671875, 74.5], [0.041015625, 75.5], [0.068359375, 76.5], [0.068359375, 77.5], [0.041015625, 78.5], [0.013671875, 79.5], [0.001953125, 80.5]]"
11267,3.0,2.85,0.15,3.0,22.5,-19.5,3.0,2.0,9,True,False,True,A,B,True,False,0,3,0.65,0.3898717737923586,"[[1.0, 3.0], [0.0, 3.0]]","[[0.95, 2.0], [0.000390625, 15.5], [0.0027343750000000003, 16.5], [0.008203125, 17.5], [0.013671875, 18.5], [0.013671875, 19.5], [0.008203125, 20.5], [0.0027343750000000003, 21.5], [0.000390625, 22.5]]"
11291,10.0,13.25,-3.25,10.0,127.0,-117.0,10.0,-16.0,6,True,False,False,B,B,True,False,0,2,0.4232142857142857,0.3327426739611706,"[[1.0, 10.0], [0.0, 10.0]]","[[0.75, -16.0], [0.125, 97.0], [0.0625, 99.0], [0.03125, 103.0], [0.015625, 111.0], [0.015625, 127.0]]"
11292,2.0,4.5,-2.5,2.0,28.0,-26.0,2.0,-19.0,2,True,False,False,B,B,True,True,0,5,0.475,0.3568379650952703,"[[1.0, 2.0], [0.0, 2.0]]","[[0.5, -19.0], [0.5, 28.0]]"
11293,13.0,24.2,-11.2,13.0,101.5,-88.5,13.0,-25.0,9,True,False,False,B,B,True,False,0,2,0.4375000000000001,0.3201562118716424,"[[1.0, 13.0], [0.0, 13.0]]","[[0.6, -25.0], [0.003125, 94.5], [0.021875000000000002, 95.5], [0.065625, 96.5], [0.109375, 97.5], [0.109375, 98.5], [0.065625, 99.5], [0.021875000000000002, 100.5], [0.003125, 101.5]]"
11297,20.0,16.6,3.4,20.0,40.5,-20.5,20.0,11.0,5,True,False,True,A,B,True,False,0,4,0.55,0.4127015636572768,"[[1.0, 20.0], [0.0, 20.0]]","[[0.8, 11.0], [0.025, 37.5], [0.07500000000000001, 38.5], [0.07500000000000001, 39.5], [0.025, 40.5]]"
11304,24.0,30.0,-6.0,64.0,76.5,-12.5,-36.0,-36.0,7,False,False,False,B,B,True,False,0,3,0.4705882352941178,0.3235828832817663,"[[0.6, 64.0], [0.4, -36.0]]","[[0.4, -36.0], [0.01875, 71.5], [0.09375, 72.5], [0.1875, 73.5], [0.1875, 74.5], [0.09375, 75.5], [0.01875, 76.5]]"
11309,-1.0,-3.25,2.25,19.0,134.0,-115.0,-31.0,-30.0,7,False,False,True,A,B,True,True,0,4,0.6470588235294119,0.31248529377161,"[[0.6, 19.0], [0.4, -31.0]]","[[0.75, -30.0], [0.125, 72.0], [0.0625, 74.0], [0.03125, 78.0], [0.015625, 86.0], [0.0078125, 102.0], [0.0078125, 134.0]]"
11317,15.0,18.4,-3.4,15.0,73.0,-58.0,15.0,-18.0,2,True,False,False,B,B,True,False,0,4,0.4303030303030304,0.3245042839517382,"[[1.0, 15.0], [0.0, 15.0]]","[[0.6, -18.0], [0.4, 73.0]]"
11318,27.0,29.2,-2.2,45.0,40.5,4.5,9.0,-2.0,9,False,False,True,B,A,True,False,0,3,0.4375,0.3442382895611701,"[[0.5, 45.0], [0.5, 9.0]]","[[0.19999999999999996, -2.0], [0.00625, 33.5], [0.043750000000000004, 34.5], [0.13125, 35.5], [0.21875, 36.5], [0.21875, 37.5], [0.13125, 38.5], [0.043750000000000004, 39.5], [0.00625, 40.5]]"
11319,17.0,22.4,-5.4,53.0,40.0,13.0,5.0,18.0,2,False,False,True,B,A,True,True,0,2,0.4625,0.3630886025935451,"[[0.25, 53.0], [0.75, 5.0]]","[[0.8, 18.0], [0.2, 40.0]]"
11320,12.0,14.8,-2.8,12.0,28.0,-16.0,12.0,-5.0,2,True,False,False,B,B,True,False,0,4,0.4375000000000001,0.3593976442141304,"[[1.0, 12.0], [0.0, 12.0]]","[[0.4, -5.0], [0.6, 28.0]]"
11321,12.0,9.0,3.0,58.0,96.0,-38.0,-34.0,-49.0,2,False,False,True,A,B,True,True,0,4,0.6,0.3425395354310701,"[[0.5, 58.0], [0.5, -34.0]]","[[0.6, -49.0], [0.4, 96.0]]"
11326,9.2,11.5,-2.3,20.0,14.0,6.0,2.0,-11.0,2,False,False,True,B,A,True,False,0,4,0.4125,0.3964425136973415,"[[0.4, 20.0], [0.6, 2.0]]","[[0.09999999999999998, -11.0], [0.9, 14.0]]"
11330,-1.2,-1.0,-0.2,22.0,-1.0,23.0,-36.0,-1.0,1,False,True,True,B,A,True,False,0,4,0.475,0.3415650255319866,"[[0.6, 22.0], [0.4, -36.0]]","[[1.0, -1.0]]"
11340,-2.0,-8.2,6.2,-2.0,15.5,-17.5,-2.0,-40.0,7,True,False,True,A,B,True,False,0,4,0.6625,0.3480900266693469,"[[1.0, -2.0], [0.0, -2.0]]","[[0.4, -40.0], [0.01875, 10.5], [0.09375, 11.5], [0.1875, 12.5], [0.1875, 13.5], [0.09375, 14.5], [0.01875, 15.5]]"
11346,12.2,11.35,0.85,35.0,49.5,-14.5,-3.0,11.0,9,False,False,True,A,B,True,False,0,5,0.6375,0.3879432948254165,"[[0.4, 35.0], [0.6, -3.0]]","[[0.99, 11.0], [7.8125e-05, 42.5], [0.000546875, 43.5], [0.001640625, 44.5], [0.0027343750000000003, 45.5], [0.0027343750000000003, 46.5], [0.001640625, 47.5], [0.000546875, 48.5], [7.8125e-05, 49.5]]"
11347,28.0,27.0,1.0,28.0,53.0,-25.0,28.0,1.0,2,True,False,True,A,B,True,False,0,3,0.5875,0.3138470965295043,"[[1.0, 28.0], [0.0, 28.0]]","[[0.5, 1.0], [0.5, 53.0]]"
11349,-5.2,-8.2,3.0,14.0,12.5,1.5,-10.0,-34.0,9,False,False,False,A,A,True,False,-1,3,0.6625000000000001,0.3480900266693469,"[[0.2, 14.0], [0.8, -10.0]]","[[0.4, -34.0], [0.0046875, 5.5], [0.0328125, 6.5], [0.0984375, 7.5], [0.1640625, 8.5], [0.1640625, 9.5], [0.0984375, 10.5], [0.0328125, 11.5], [0.0046875, 12.5]]"
